target,Year,number,IF,PF,IF_proportion
mentally ill,1984,singular,7.922872212264207e-08,2.265448535115106e-09,0.9722010971235099
mentally ill,1985,plural,7.885694433947979e-08,1.3436748513443295e-08,0.8544131446245654
mentally ill,1985,singular,7.85264612699978e-08,3.143073456263983e-09,0.9615147378174875
mentally ill,1986,plural,8.469874655604923e-08,1.7076186026706734e-08,0.8322161892583754
mentally ill,1986,singular,8.445645503586873e-08,3.6584575091591635e-09,0.958480835950559
mentally ill,1987,plural,8.583286614793907e-08,2.150101071589956e-08,0.7996810387909935
mentally ill,1987,singular,8.82757937858969e-08,4.356672669450897e-09,0.9529681888417495
mentally ill,1988,plural,8.69654996904501e-08,2.6804627404579988e-08,0.764396611931438
mentally ill,1988,singular,8.971158089415049e-08,5.189194451122552e-09,0.9453197886714523
mentally ill,1989,plural,1.0051378548528841e-07,3.3540289355395355e-08,0.7498002996532838
mentally ill,1989,singular,9.058110655197589e-08,5.9560723020268824e-09,0.9383028137684187
mentally ill,1990,plural,1.0100124825385137e-07,4.0344204754738655e-08,0.7145701973710693
mentally ill,1990,singular,8.8750592145256e-08,8.644522970462683e-09,0.9112427460022835
mentally ill,1991,plural,1.0182664616260289e-07,4.475341338786418e-08,0.6946827997947721
mentally ill,1991,singular,7.94987618592456e-08,9.422256736740003e-09,0.8940379126834994
mentally ill,1992,plural,1.0116221054496626e-07,5.085564940594217e-08,0.6654626671999913
mentally ill,1992,singular,7.87236267285607e-08,9.864056412948027e-09,0.8886520556453507
mentally ill,1993,plural,1.0140928148010581e-07,5.612543788454819e-08,0.6437265504968993
mentally ill,1993,singular,7.055157321847868e-08,1.127590931737643e-08,0.8621989951550133
mentally ill,1994,plural,9.979516895392799e-08,6.225201915859608e-08,0.6158401766566364
mentally ill,1994,singular,6.685732044177581e-08,1.3499534823324666e-08,0.8320051876247626
mentally ill,1995,plural,9.826566278141921e-08,6.823663583383726e-08,0.5901760131761641
mentally ill,1995,singular,6.806738690150788e-08,1.4171414644944695e-08,0.827679703759545
mentally ill,1996,plural,8.447803574134534e-08,7.269877341390236e-08,0.5374713750417477
mentally ill,1996,singular,6.857916241236645e-08,1.5129332675556384e-08,0.8192616811511739
mentally ill,1997,plural,8.278418306417734e-08,7.476850231010905e-08,0.5254380962629295
mentally ill,1997,singular,6.769573092567175e-08,1.4492132858835915e-08,0.8236706468386435
mentally ill,1998,plural,7.913174471241291e-08,8.118692752999226e-08,0.4935903198647009
mentally ill,1998,singular,7.140277093396565e-08,1.4933669634231705e-08,0.8270293570600057
mentally ill,1999,plural,8.021007857905715e-08,8.385969404603852e-08,0.4888778554130112
mentally ill,1999,singular,7.320054759166591e-08,1.5723271637061286e-08,0.8231826773362224
mentally ill,2000,plural,7.882655442667133e-08,9.007036843351153e-08,0.466713976144645
mentally ill,2000,singular,7.495418127437657e-08,1.5912480539575262e-08,0.8248809825086804
mentally ill,2001,plural,7.922137155804063e-08,9.800500030568824e-08,0.44700667696879065
mentally ill,2001,singular,7.239390750360795e-08,1.544652209314482e-08,0.8241524755280132
mentally ill,2002,plural,8.05221113913441e-08,1.132064081207521e-07,0.41564407550389804
mentally ill,2002,singular,7.340069377700534e-08,1.6841852737822397e-08,0.8133712601399705
mentally ill,2003,plural,7.924602333072732e-08,1.2586807843614371e-07,0.386350926865072
mentally ill,2003,singular,6.991743057532013e-08,1.8137915169802454e-08,0.794016876359751
mentally ill,2004,plural,7.748420724088388e-08,1.3089483179890798e-07,0.3718426171745977
mentally ill,2004,singular,7.063732963631861e-08,1.945748597163645e-08,0.7840332338732439
mentally ill,2005,plural,7.582570761753362e-08,1.3358646265361686e-07,0.36208835197760086
mentally ill,2005,singular,6.423634145237753e-08,2.01394143901317e-08,0.7613127824570516
mentally ill,2006,plural,7.180092863125408e-08,1.3714098631315406e-07,0.34364061729958634
mentally ill,2006,singular,6.133433418296721e-08,2.1298858422978487e-08,0.7422481480953216
mentally ill,2007,plural,6.971574555742726e-08,1.4232474640099977e-07,0.3287850585212556
mentally ill,2007,singular,5.7632464895667526e-08,2.2128621855545457e-08,0.7225636866688137
mentally ill,2008,plural,6.665791271335107e-08,1.4160715812648406e-07,0.3200628528084476
mentally ill,2008,singular,5.5791660815072785e-08,2.2326245423848993e-08,0.714198107722387
mentally ill,2009,plural,6.247042147070455e-08,1.3481344345629106e-07,0.31665246163857125
mentally ill,2009,singular,4.9936362346768096e-08,2.1694122308092897e-08,0.6971384123306963
mentally ill,2010,plural,6.271434774670784e-08,1.329607914562254e-07,0.32050237961843103
mentally ill,2010,singular,4.633461817401699e-08,2.183487130784962e-08,0.6796973033858822
mentally ill,2011,plural,6.30257390404105e-08,1.346427542157715e-07,0.31884564910771074
mentally ill,2011,singular,4.2913970028329077e-08,2.0517402380245845e-08,0.6765417237374448
mentally ill,2012,plural,6.263962910273742e-08,1.3423265914675702e-07,0.3181739271672141
mentally ill,2012,singular,4.1303183349685116e-08,2.0050607333185362e-08,0.6731969270354579
mentally ill,2013,plural,6.419679365876618e-08,1.4375258190162705e-07,0.3087135678371969
mentally ill,2013,singular,3.913867376224646e-08,2.0304397211187315e-08,0.6584228089382911
mentally ill,2014,plural,6.357189162388619e-08,1.4373514632483519e-07,0.30665573273788743
mentally ill,2014,singular,3.653436512049016e-08,1.9325939388486242e-08,0.6540308979987626
mentally ill,2015,plural,6.37304756269584e-08,1.4708896602298541e-07,0.30229885407238666
mentally ill,2015,singular,3.5379682421827445e-08,1.9668460955151497e-08,0.6427043720537754
mentally ill,2016,plural,6.257922586477044e-08,1.4490825035145302e-07,0.30160483420963874
mentally ill,2016,singular,3.7411286005603224e-08,2.0427202722978725e-08,0.6468233667231998
mentally ill,2017,plural,6.083930810992419e-08,1.4177905323838522e-07,0.3002655223597376
mentally ill,2017,singular,3.695025085903581e-08,1.9848905556211587e-08,0.6505422472985309
mentally ill,2018,plural,5.94300153977656e-08,1.4501573115666132e-07,0.2906884413070649
mentally ill,2018,singular,3.6645063516971285e-08,2.0426717650678938e-08,0.6420872586633526
mentally ill,2019,plural,6.049466705349006e-08,1.520738028837343e-07,0.28458908826579654
mentally ill,2019,singular,3.8452010464595794e-08,2.1221146839778274e-08,0.6443770063726332
obese,1980,plural,4.754475974826685e-08,3.8120240545518637e-10,0.9920460145540223
obese,1980,singular,2.6219331467863024e-08,1.6269428760556134e-11,0.9993798720744128
obese,1981,plural,4.8510510148552e-08,3.5817724431238696e-10,0.9926706186840474
obese,1981,singular,2.5257711097229473e-08,1.6269428760556134e-11,0.9993562775462368
obese,1982,plural,5.0963282356113795e-08,3.3315073864297647e-10,0.9935053819818707
obese,1982,singular,2.5535710942595613e-08,8.15992858600139e-12,0.9996805523866311
obese,1983,plural,5.302550373390399e-08,3.399193188829181e-10,0.9936303452790642
obese,1983,singular,2.526357129844265e-08,8.15992858600139e-12,0.9996771124022847
obese,1984,plural,5.237349703130738e-08,3.064620402686608e-10,0.99418256874778
obese,1984,singular,2.4070417024647997e-08,8.15992858600139e-12,0.9996611125066963
obese,1985,plural,5.2521624890492346e-08,2.1114770844464304e-10,0.9959958921551396
obese,1985,singular,2.3820440984780237e-08,0.0,1.0
obese,1986,plural,5.145799824341729e-08,2.3065422786025126e-10,0.9955376235047253
obese,1986,singular,2.2232011533316965e-08,0.0,1.0
obese,1987,plural,5.119139245834958e-08,2.4058108085066113e-10,0.995322343976023
obese,1987,singular,2.1292425854215124e-08,6.68746754401666e-12,0.9996860213172731
obese,1988,plural,5.10737879925013e-08,1.899135709804156e-10,0.9962953597733235
obese,1988,singular,2.04322240396745e-08,1.3618877355213243e-11,0.9993339048230743
obese,1989,plural,5.0969358004035066e-08,2.2241414563258947e-10,0.9956552755200128
obese,1989,singular,1.980059468767844e-08,1.3618877355213243e-11,0.9993126713149368
obese,1990,plural,4.981096525723063e-08,2.7418375308269864e-10,0.9945256476520367
obese,1990,singular,1.8657230173500598e-08,2.6933801914953902e-11,0.9985584689820539
obese,1991,plural,5.1116092184396884e-08,3.9086793722299865e-10,0.9924113569059392
obese,1991,singular,1.8369981599367487e-08,2.6933801914953902e-11,0.9985359609843575
obese,1992,plural,5.006536442562849e-08,4.0472460303776966e-10,0.9919809017414672
obese,1992,singular,1.7104833612994038e-08,1.0328195193928406e-10,0.993998067275318
obese,1993,plural,4.8794878486952646e-08,4.1573853883290566e-10,0.9915518527513063
obese,1993,singular,1.6822832143199255e-08,1.3548874869262484e-10,0.9920104856160963
obese,1994,plural,5.086820311005015e-08,4.2131998287001487e-10,0.9917854571954838
obese,1994,singular,1.7417561488335716e-08,1.8082632018729631e-10,0.9897248360386899
obese,1995,plural,5.19769416078881e-08,4.366714252095656e-10,0.991668740238651
obese,1995,singular,1.7423600847824413e-08,2.3776622337656756e-10,0.9865374960829463
obese,1996,plural,5.174134543040054e-08,4.471756695093429e-10,0.9914315320671135
obese,1996,singular,1.7225888017589697e-08,2.7557846084467844e-10,0.9842539788774699
obese,1997,plural,5.24420953646703e-08,4.553838655369751e-10,0.9913911991239664
obese,1997,singular,1.7465066853057058e-08,3.025312064356253e-10,0.9829728697473549
obese,1998,plural,5.4384442092571464e-08,6.359990153573644e-10,0.9884406776363391
obese,1998,singular,1.729537402184178e-08,3.140867813849242e-10,0.9821637479480705
obese,1999,plural,5.7140093291861515e-08,8.55323351827459e-10,0.985251880211804
obese,1999,singular,1.7944969700676794e-08,2.4858511975058203e-10,0.9863366383203201
obese,2000,plural,6.116379834354899e-08,1.1126436518159112e-09,0.9821337954422843
obese,2000,singular,1.8665404967675518e-08,2.5791775758771905e-10,0.9863703768448978
obese,2001,plural,6.546473027161223e-08,1.4691418240683367e-09,0.9780508466331033
obese,2001,singular,1.897483643225379e-08,2.5152928846892767e-10,0.9869174813314914
obese,2002,plural,7.292065008966477e-08,1.861597582435743e-09,0.975106423778564
obese,2002,singular,2.02648087516926e-08,2.1450074553865303e-10,0.9895259776425738
obese,2003,plural,7.937144782691317e-08,2.187725302503297e-09,0.9731762201778105
obese,2003,singular,2.1418235058539333e-08,1.9732105731108875e-10,0.9908713402397085
obese,2004,plural,8.621106977508524e-08,2.365269789552014e-09,0.9732968216887536
obese,2004,singular,2.1884426715246263e-08,1.5705338716040122e-10,0.9928746442420965
obese,2005,plural,9.429348324374588e-08,2.5401914222860412e-09,0.9737674788130589
obese,2005,singular,2.3365109466258867e-08,1.554349991970762e-10,0.993391522061687
obese,2006,plural,1.0170025076052168e-07,2.737090617646994e-09,0.9737920308815986
obese,2006,singular,2.4293120657960443e-08,1.9090766170285328e-10,0.9922027674853842
obese,2007,plural,1.0872362870324132e-07,2.977838293410124e-09,0.9733410995085733
obese,2007,singular,2.61392571080218e-08,2.1914131917829694e-10,0.9916860912553717
obese,2008,plural,1.1330127997715473e-07,3.047936347755353e-09,0.9738035506896423
obese,2008,singular,2.691184189781585e-08,1.8937798848936028e-10,0.9930121968943156
obese,2009,plural,1.1735872667324137e-07,3.147532266569085e-09,0.9738807569477267
obese,2009,singular,2.765626787899172e-08,2.1646804884304207e-10,0.992233699289388
obese,2010,plural,1.209432239436735e-07,3.3850726348967034e-09,0.9727731117689892
obese,2010,singular,2.80950572013288e-08,2.2449277258569057e-10,0.9920728693502378
obese,2011,plural,1.2081759897293006e-07,3.6526937982220684e-09,0.970654091696098
obese,2011,singular,2.8617952452236753e-08,2.8020153558516725e-10,0.9903038257840536
obese,2012,plural,1.2030745466518056e-07,3.945390871150169e-09,0.9682470783335376
obese,2012,singular,2.8780039684761505e-08,3.1298320879447056e-10,0.9892419838962903
obese,2013,plural,1.2142706903465038e-07,4.9380864159636366e-09,0.9609220880680707
obese,2013,singular,2.900848196572627e-08,4.5394984794975915e-10,0.984592247821884
obese,2014,plural,1.1602228206746597e-07,6.832981260172591e-09,0.9443818597991204
obese,2014,singular,2.718399423023194e-08,5.60832255636079e-10,0.9797860600814446
obese,2015,plural,1.1178694896735969e-07,7.855370132148211e-09,0.934342879749641
obese,2015,singular,2.6913197004319045e-08,6.915871387474277e-10,0.9749468376509245
obese,2016,plural,1.0533992471956873e-07,9.358488967896912e-09,0.9184078605184788
obese,2016,singular,2.4954754707096072e-08,8.754767684613996e-10,0.9661065070481524
obese,2017,plural,1.0249847430069775e-07,1.020180532644114e-08,0.9094784382062484
obese,2017,singular,2.4112116155568703e-08,9.879560780579055e-10,0.9606393133508859
obese,2018,plural,1.023733076976896e-07,1.15142385403999e-08,0.8988981770111315
obese,2018,singular,2.3631709211713317e-08,1.1075550254702192e-09,0.9552308825819668
obese,2019,plural,9.853379623336879e-08,1.3028464529440953e-08,0.8832179946842373
obese,2019,singular,2.2496715157416247e-08,1.309685776496039e-09,0.9449859817058535
psychotic,1980,plural,4.355946746161164e-09,3.205959803187497e-11,0.9926938122880561
psychotic,1980,singular,8.997972779565901e-09,4.813519820829575e-11,0.9946789051903249
psychotic,1981,plural,4.2304437730678054e-09,4.73191951891724e-11,0.9889383316606593
psychotic,1981,singular,8.833749604824398e-09,3.998769519873515e-11,0.9954937030648147
psychotic,1982,plural,4.24330669014848e-09,7.696517530440618e-11,0.9821851083215712
psychotic,1982,singular,9.022732148723988e-09,7.704517133404793e-11,0.9915332904724797
psychotic,1983,plural,4.369117417064266e-09,6.892874416083598e-11,0.9844686734529573
psychotic,1983,singular,9.056730349803792e-09,9.18501827175598e-11,0.9899601711553992
psychotic,1984,plural,4.258518553663342e-09,6.825292662398269e-11,0.9842254376190328
psychotic,1984,singular,8.607833112961316e-09,9.117436518070651e-11,0.9895189922057429
psychotic,1985,plural,4.203702275162868e-09,7.456114793041075e-11,0.9825720998085478
psychotic,1985,singular,8.336082617838819e-09,8.301443659470514e-11,0.9901397458589708
psychotic,1986,plural,4.203655836119781e-09,9.528681316206543e-11,0.9778348256918515
psychotic,1986,singular,8.255572289276155e-09,8.870384585587691e-11,0.989369497794733
psychotic,1987,plural,4.25605481016841e-09,8.744998574489976e-11,0.979866492647325
psychotic,1987,singular,7.810123722354741e-09,8.640512610957883e-11,0.9890578344272899
psychotic,1988,plural,4.0968204384483906e-09,9.991602783238867e-11,0.9761919699663829
psychotic,1988,singular,7.698067072681171e-09,1.00267945731972e-10,0.987142390587834
psychotic,1989,plural,3.919480835128703e-09,8.357407127457249e-11,0.9791224269392639
psychotic,1989,singular,7.389134320285555e-09,8.316650443715038e-11,0.9888700272663022
psychotic,1990,plural,3.6850347535326885e-09,1.9675092804982694e-10,0.9493143248522634
psychotic,1990,singular,6.8287434754462805e-09,1.1496373099527191e-10,0.983443465057308
psychotic,1991,plural,4.4187382958987035e-09,3.4049350442330196e-10,0.9284562049698305
psychotic,1991,singular,7.362200626914728e-09,1.1418240608970389e-10,0.9847275874462762
psychotic,1992,plural,4.388972645636662e-09,1.388537147365262e-09,0.7596651157481128
psychotic,1992,singular,7.327720525600918e-09,1.7144352257303375e-10,0.9771383154880068
psychotic,1993,plural,4.519391718003721e-09,1.5030800245325563e-09,0.7504214068923875
psychotic,1993,singular,7.370421733250103e-09,2.1559864657461067e-10,0.9715794796507531
psychotic,1994,plural,4.575139188135933e-09,1.6331426201467355e-09,0.7369412873674794
psychotic,1994,singular,7.559160218408221e-09,2.1522997124624942e-10,0.9723155172308355
psychotic,1995,plural,4.955695568195242e-09,1.969483472141764e-09,0.7156054073591256
psychotic,1995,singular,7.502888596125753e-09,3.035612540106377e-10,0.9611140454575093
psychotic,1996,plural,4.941495308179762e-09,2.302791616123504e-09,0.6821230798578592
psychotic,1996,singular,7.328796236549806e-09,3.2141745663825736e-10,0.9579858198046867
psychotic,1997,plural,5.061926941099923e-09,3.2250691482462105e-09,0.6108277217130101
psychotic,1997,singular,7.694737291785714e-09,4.531434756197392e-10,0.9443851120855278
psychotic,1998,plural,4.506320205877046e-09,4.096644341216355e-09,0.5238101565116354
psychotic,1998,singular,7.318327848488642e-09,5.967966765615553e-10,0.92460046905481
psychotic,1999,plural,6.6029590049611545e-09,3.7500008019465875e-09,0.6377846652660143
psychotic,1999,singular,7.430413808050064e-09,6.642701795368996e-10,0.9179374784048957
psychotic,2000,plural,7.168268835653992e-09,5.198423152259173e-09,0.5796431933988526
psychotic,2000,singular,7.1828345810891796e-09,7.828405354515232e-10,0.9017232658879148
psychotic,2001,plural,1.0761476598730724e-08,8.126010689732003e-09,0.5697675098002203
psychotic,2001,singular,7.725416560435048e-09,1.241412163542423e-09,0.8615550489747994
psychotic,2002,plural,1.09087531389004e-08,8.873234813577824e-09,0.5514487808356888
psychotic,2002,singular,7.726943148814565e-09,1.2465891414364143e-09,0.8610815561681621
psychotic,2003,plural,1.0967047397209791e-08,1.0115328955403617e-08,0.5201997732030003
psychotic,2003,singular,7.883849573175894e-09,1.4460512152782356e-09,0.8450089397448103
psychotic,2004,plural,1.1046838428135123e-08,1.0886538083708177e-08,0.5036542559769671
psychotic,2004,singular,7.629273213183296e-09,1.4140727953661422e-09,0.8436338945751606
psychotic,2005,plural,1.1356213176177173e-08,1.1443882413126566e-08,0.4980774370746384
psychotic,2005,singular,7.674112583495281e-09,1.4625940617360047e-09,0.839921087704028
psychotic,2006,plural,9.601236694578574e-09,1.4454132494076281e-08,0.39913071461429783
psychotic,2006,singular,8.036060769204108e-09,1.903982400313404e-09,0.808453306706733
psychotic,2007,plural,8.987850210116579e-09,1.49475329891402e-08,0.3755047552527031
psychotic,2007,singular,8.077131788805251e-09,1.979696375085739e-09,0.8031490304076355
psychotic,2008,plural,5.782517829646037e-09,1.600105165826855e-08,0.26545318171359145
psychotic,2008,singular,8.111321202010556e-09,1.7885456925016895e-09,0.8193363899172091
psychotic,2009,plural,5.579916401947977e-09,1.6760815338808958e-08,0.24976426317175418
psychotic,2009,singular,8.177995931240341e-09,1.7558508377416411e-09,0.8232456289516956
psychotic,2010,plural,5.964832437501042e-09,1.943794877437962e-08,0.23481021183268472
psychotic,2010,singular,8.682472264963183e-09,1.8051492602287406e-09,0.827878107930129
psychotic,2011,plural,6.001616600518185e-09,2.0124252613535583e-08,0.22971930814419614
psychotic,2011,singular,9.017948483196796e-09,1.904846463102976e-09,0.8256081458575523
psychotic,2012,plural,6.0899118763708375e-09,2.186029135486933e-08,0.21788435046383112
psychotic,2012,singular,9.182419840365293e-09,2.138631184843222e-09,0.811092523116348
psychotic,2013,plural,6.047018631859049e-09,2.1489264209354327e-08,0.21960184919398473
psychotic,2013,singular,8.452878016588069e-09,1.941728785695825e-09,0.813198438129551
psychotic,2014,plural,6.105872823220742e-09,2.2617950560085583e-08,0.21257172980562697
psychotic,2014,singular,8.381001416678048e-09,1.9388682167712344e-09,0.8121227994502105
psychotic,2015,plural,6.1310821181897225e-09,2.153166572022818e-08,0.221636771372181
psychotic,2015,singular,8.294056742995184e-09,1.984281286901027e-09,0.8069453173140032
psychotic,2016,plural,6.1327674367411035e-09,2.4366992741014267e-08,0.20107592325312654
psychotic,2016,singular,9.465220924503063e-09,2.147427521518149e-09,0.8150785730318124
psychotic,2017,plural,6.0636012507349814e-09,2.3451345162091762e-08,0.20544171640778697
psychotic,2017,singular,9.255763637009789e-09,2.1709972523413037e-09,0.8100076414161677
psychotic,2018,plural,6.2083475249608e-09,2.4651459895608243e-08,0.20117907543462954
psychotic,2018,singular,9.452482796490358e-09,2.2607308469702047e-09,0.8069931177058004
psychotic,2019,plural,5.9575175903603395e-09,2.5011234860983226e-08,0.19237189485499845
psychotic,2019,singular,9.755127261534824e-09,2.068988758097134e-09,0.8250195824650294
schizophrenic,1980,plural,3.531745784712825e-09,2.424284217816819e-09,0.5929697773874245
schizophrenic,1980,singular,9.298690325668498e-09,1.6018976224861446e-09,0.8530448421585067
schizophrenic,1981,plural,3.7703711898627395e-09,2.8595646961449006e-09,0.5686889367693645
schizophrenic,1981,singular,8.753291995995077e-09,1.7727236504124934e-09,0.8315864511357146
schizophrenic,1982,plural,3.784182522892365e-09,3.2527037095521552e-09,0.5377637775988018
schizophrenic,1982,singular,9.171144922857725e-09,2.1437298285726613e-09,0.8105387929016485
schizophrenic,1983,plural,4.025260601027623e-09,4.1651337617005475e-09,0.49146114616229947
schizophrenic,1983,singular,9.428033528483378e-09,2.6585309985195848e-09,0.7800424601564754
schizophrenic,1984,plural,4.317896706851343e-09,5.1939666535970124e-09,0.45394856330734895
schizophrenic,1984,singular,9.18263915699364e-09,2.931095382281106e-09,0.7580353628537917
schizophrenic,1985,plural,3.713904897903067e-09,6.296558385798789e-09,0.37100229955887415
schizophrenic,1985,singular,8.720180387302077e-09,4.0527846158409736e-09,0.6827060424229062
schizophrenic,1986,plural,3.523319984972366e-09,7.352348888442098e-09,0.3239635213228227
schizophrenic,1986,singular,9.480690645245562e-09,4.226311871897386e-09,0.6916676810548724
schizophrenic,1987,plural,3.386514909767665e-09,8.626733549732535e-09,0.28189834924204654
schizophrenic,1987,singular,8.684684590524024e-09,4.18023469807492e-09,0.6750671648768525
schizophrenic,1988,plural,3.2108527899968718e-09,9.990457096518771e-09,0.24322228760621456
schizophrenic,1988,singular,8.75749878963867e-09,4.670810563719588e-09,0.6521668930309924
schizophrenic,1989,plural,3.5997242964214134e-09,1.337431448129272e-08,0.2120723502262543
schizophrenic,1989,singular,8.277240416885791e-09,4.996994754488274e-09,0.6235568610940154
schizophrenic,1990,plural,3.0998989407139886e-09,1.5094057178747074e-08,0.1703806978735207
schizophrenic,1990,singular,7.578881141715295e-09,5.27761897676068e-09,0.5894980027125535
schizophrenic,1991,plural,3.739363739287325e-09,1.9219999179499936e-08,0.16286879355121245
schizophrenic,1991,singular,7.481423607608967e-09,6.409445165088203e-09,0.5385857234728098
schizophrenic,1992,plural,3.579393924115136e-09,2.3735925732840512e-08,0.1310397963145809
schizophrenic,1992,singular,6.805508157015083e-09,8.230351765194297e-09,0.4526184862205791
schizophrenic,1993,plural,3.679626888900397e-09,3.0055078806664626e-08,0.10907541100570928
schizophrenic,1993,singular,6.098349127268778e-09,9.650025477116384e-09,0.3872367327083191
schizophrenic,1994,plural,4.635887546860269e-09,3.5327868376709514e-08,0.11600229857589836
schizophrenic,1994,singular,5.9453312114702134e-09,1.068860124218775e-08,0.35742186810207816
schizophrenic,1995,plural,4.697596629148799e-09,4.132206805301004e-08,0.102078028199323
schizophrenic,1995,singular,5.9692872232476804e-09,1.1256846565999012e-08,0.3465250703540902
schizophrenic,1996,plural,4.3955006301388275e-09,4.7583931715524034e-08,0.08456230535394806
schizophrenic,1996,singular,5.560124360926011e-09,1.2967866716958756e-08,0.30009321234845815
schizophrenic,1997,plural,4.519987495399391e-09,5.842586909514986e-08,0.0718075460439127
schizophrenic,1997,singular,5.6344916668901345e-09,1.45209124724488e-08,0.27955240331266
schizophrenic,1998,plural,3.612802533327551e-09,6.70982461973121e-08,0.05109247561989694
schizophrenic,1998,singular,5.397586187529311e-09,1.6456707996326262e-08,0.2469805770033365
schizophrenic,1999,plural,3.778006954898874e-09,7.471716553400907e-08,0.0481304370078649
schizophrenic,1999,singular,5.1272380626902046e-09,1.5446922217522896e-08,0.24920764652646607
schizophrenic,2000,plural,5.147521424981554e-09,8.344910895630164e-08,0.058100645620818236
schizophrenic,2000,singular,4.937604293685029e-09,1.6062286358118982e-08,0.23512523829550802
schizophrenic,2001,plural,4.601457342141251e-09,9.973126274027373e-08,0.044103684237374874
schizophrenic,2001,singular,5.347508658104516e-09,1.880735871801725e-08,0.22138431045126675
schizophrenic,2002,plural,4.630248628956224e-09,1.101898163824444e-07,0.04032612791585234
schizophrenic,2002,singular,5.151127016996984e-09,1.9646436858319512e-08,0.20772713976651624
schizophrenic,2003,plural,4.488070930770098e-09,1.196949769775659e-07,0.036140769665139044
schizophrenic,2003,singular,5.032615530658242e-09,2.0241697334150947e-08,0.19911977657226157
schizophrenic,2004,plural,4.499644054182081e-09,1.217846232748343e-07,0.035631073841200456
schizophrenic,2004,singular,5.000478507456916e-09,2.0350531418752586e-08,0.19724967652223985
schizophrenic,2005,plural,4.7464439363003365e-09,1.2551991395477152e-07,0.0364364523054317
schizophrenic,2005,singular,5.036721452609884e-09,2.014476128765961e-08,0.20001687369089297
schizophrenic,2006,plural,4.682862891109656e-09,1.297221814411387e-07,0.03484142216815651
schizophrenic,2006,singular,5.435285999055851e-09,2.046374802944229e-08,0.20986442942524827
schizophrenic,2007,plural,3.3122918376347704e-09,1.3093786321860534e-07,0.024672536402264744
schizophrenic,2007,singular,5.130280137218993e-09,2.0408471864844357e-08,0.20088217845588158
schizophrenic,2008,plural,3.0727803793492316e-09,1.2942938708095297e-07,0.023190415962590503
schizophrenic,2008,singular,4.728950310704607e-09,1.8956195089815864e-08,0.1996589098668016
schizophrenic,2009,plural,3.077581174031658e-09,1.330100778724435e-07,0.02261469699453524
schizophrenic,2009,singular,4.7770911036439296e-09,1.9527378317515543e-08,0.19655196008866557
schizophrenic,2010,plural,3.4540656049638787e-09,1.3478626215146505e-07,0.02498594774058792
schizophrenic,2010,singular,5.6444495426839185e-09,1.9243037131998012e-08,0.22679869672922912
schizophrenic,2011,plural,3.584910336838577e-09,1.4204733897063958e-07,0.02461618462865075
schizophrenic,2011,singular,5.658742934550836e-09,2.1463278138916005e-08,0.20864016436027027
schizophrenic,2012,plural,3.38572608044834e-09,1.43443512813844e-07,0.023058936394036927
schizophrenic,2012,singular,5.683544872831752e-09,2.0534056994441537e-08,0.21678355257680393
schizophrenic,2013,plural,3.376435797619592e-09,1.505345120936649e-07,0.021937593419309905
schizophrenic,2013,singular,5.679519331027092e-09,2.1048346303993122e-08,0.21249430869577163
schizophrenic,2014,plural,3.228660132898702e-09,1.4731873473497865e-07,0.021446137515247092
schizophrenic,2014,singular,5.5191745459585005e-09,2.0076567329242933e-08,0.2156286218570512
schizophrenic,2015,plural,3.418547476842702e-09,1.4190313635253918e-07,0.023524001282949094
schizophrenic,2015,singular,5.5950847447202744e-09,1.9044508700208747e-08,0.22707699123468195
schizophrenic,2016,plural,3.483945037225615e-09,1.3634759759335274e-07,0.02491530145261908
schizophrenic,2016,singular,5.695500230170783e-09,1.8991128923419512e-08,0.2307119451074372
schizophrenic,2017,plural,3.2870555536727393e-09,1.338012592574008e-07,0.023977649431337397
schizophrenic,2017,singular,5.007809167345556e-09,1.8889388127737068e-08,0.20955633857431571
schizophrenic,2018,plural,3.2160220264643157e-09,1.2824671244970886e-07,0.024463373892828922
schizophrenic,2018,singular,5.1142483581401166e-09,1.5927433949514124e-08,0.24305320664782248
schizophrenic,2019,plural,3.2917557013512067e-09,1.2666728643750957e-07,0.025329177925411124
schizophrenic,2019,singular,5.2559959162756806e-09,1.590973930376549e-08,0.24832569535779428
