Year,schizophrenic person_ntf,schizophrenic people_ntf,person with schizophrenia_ntf,people with schizophrenia_ntf,psychotic person_ntf,psychotic people_ntf,person with psychosis_ntf,people with psychosis_ntf,alcoholic person_ntf,alcoholic people_ntf,person with alcoholism_ntf,people with alcoholism_ntf,bipolar person_ntf,bipolar people_ntf,person with bipolar_ntf,people with bipolar_ntf,anorexic person_ntf,anorexic people_ntf,person with anorexia_ntf,people with anorexia_ntf,bulimic person_ntf,bulimic people_ntf,person with bulimia_ntf,people with bulimia_ntf,autistic person_ntf,autistic people_ntf,person with autism_ntf,people with autism_ntf,mentally ill person_ntf,mentally ill people_ntf,person with mental illness_ntf,person with a mental illness_ntf,people with mental illness_ntf,people with a mental illness_ntf,anxious person_ntf,anxious people_ntf,person with anxiety_ntf,people with anxiety_ntf,depressed person_ntf,depressed people_ntf,person with depression_ntf,people with depression_ntf,disabled person_ntf,disabled people_ntf,person with disability_ntf,person with a disability_ntf,people with disability_ntf,people with a disability_ntf,diabetic person_ntf,diabetic people_ntf,person with diabetes_ntf,people with diabetes_ntf,obese person_ntf,obese people_ntf,person with obesity_ntf,people with obesity_ntf,epileptic person_ntf,epileptic people_ntf,person with epilepsy_ntf,people with epilepsy_ntf,dyslexic person_ntf,dyslexic people_ntf,person with dyslexia_ntf,people with dyslexia_ntf
1979,8.916672099092336e-09,3.5744500058245065e-09,1.1131847586577847e-09,1.972343161809371e-09,9.026763336805743e-09,4.492736373405494e-09,3.246154337396437e-11,3.2476867425515874e-11,2.3323419640064458e-08,1.3857584286418906e-08,1.7003644206933392e-09,1.575097909243896e-09,4.6017155859644025e-11,7.697597271895594e-11,1.1369176631882892e-10,1.216619642331805e-10,2.0062319662704298e-10,8.5339909742085e-11,3.3953673900244397e-10,4.2161040977872766e-10,6.964433841135812e-11,0.0,3.263971434400556e-11,3.251080357305877e-11,2.528858931784482e-09,3.549527687647063e-09,2.1822322520443597e-10,1.1967143040414463e-09,8.190177323643053e-08,3.799962325753573e-08,3.1816816443391057e-10,3.073860174332818e-10,2.9057184594957366e-09,7.218084859975501e-11,1.5611255399505808e-08,1.6399941848987964e-08,3.812489391646119e-10,8.427787039672857e-10,5.157237126240943e-08,3.081174477464239e-08,2.033730317089041e-10,8.12236286166065e-10,5.278282506943859e-07,9.801224223338068e-07,7.601829969077529e-10,1.3648482027101799e-08,9.289538424209606e-10,1.7933272406749673e-09,8.323117052709352e-09,1.9257149367187967e-09,1.0619320026502725e-08,1.8299614902770956e-08,2.7298165252074924e-08,4.6673085713726844e-08,2.4523525571362725e-11,4.2372469669887154e-10,2.6032688703127503e-09,8.250521615111544e-10,1.8489590683909033e-08,3.6708474228573455e-08,9.436771245382607e-10,4.4161428531887456e-10,1.71389450251017e-10,1.9436187629578201e-10
1980,9.298690325668498e-09,3.5317457847128253e-09,1.6018976224861449e-09,2.424284217816819e-09,8.997972779565901e-09,4.355946746161164e-09,4.813519820829575e-11,3.205959803187497e-11,2.1560165589359518e-08,1.0278046731165042e-08,1.6073917276569561e-09,1.7395800038550696e-09,6.838096111175648e-11,7.657314613734073e-11,1.293654211531603e-10,1.212446948395396e-10,2.673117808454124e-10,6.962505373829333e-11,3.8614043510306773e-10,5.370764710941969e-10,1.1437194891558303e-10,7.454601420280633e-12,4.047654176117124e-11,8.736859648448915e-11,3.277143508942767e-09,5.238703312418888e-09,2.7308101811586635e-10,1.3682899763619742e-09,7.915098011933099e-08,4.5967668021213674e-08,3.060145965992435e-10,3.1431480434258267e-10,3.251438895901515e-09,8.045714689724243e-11,1.513863815258024e-08,1.6864789311097994e-08,3.8658214922866156e-10,8.551142016699487e-10,5.192526992508257e-08,3.194047312352463e-08,1.860302993000091e-10,8.765086989548365e-10,5.443991588955604e-07,1.0652110274479907e-06,7.989498665824815e-10,1.5859913255716103e-08,8.84671185514512e-10,1.899929650114477e-09,7.573651737504048e-09,2.0762191648466502e-09,8.35863619589158e-09,1.754160689720103e-08,2.6219331467863024e-08,4.754475974826684e-08,1.6269428760556134e-11,3.812024054551864e-10,2.379436346368534e-09,8.214267202940765e-10,1.7670870227399453e-08,3.686004669743527e-08,1.968786685267533e-09,4.4786040798558014e-10,1.1319350318172994e-10,2.6489332205900263e-10
1981,8.753291995995077e-09,3.7703711898627395e-09,1.7727236504124937e-09,2.8595646961449006e-09,8.833749604824398e-09,4.230443773067805e-09,3.998769519873515e-11,4.73191951891724e-11,1.7161713574052684e-08,9.026233665261024e-09,1.2595018520197447e-09,1.743967811432664e-09,7.563850984041284e-11,6.106522381009251e-11,1.751442146075937e-10,1.8176538201162907e-10,3.3939085668827877e-10,6.763940399842231e-11,5.137761922251777e-10,7.120441419023698e-10,2.1597763309931318e-10,7.454601420280633e-12,1.0151493039036095e-10,2.5522416719730197e-10,3.418442322861941e-09,5.829165975309739e-09,3.264896091576779e-10,1.5895541420816807e-09,7.652255514959247e-08,5.212866785849915e-08,3.735278296985405e-10,3.9020912691510393e-10,3.5782586100501543e-09,1.6541303049510958e-10,1.4848346044768083e-08,1.6955245588487093e-08,3.351086095123737e-10,9.246820372891104e-10,5.539430907625891e-08,3.6582623914276676e-08,2.1499638081750357e-10,9.018508479690419e-10,5.437254263337568e-07,1.107533470141269e-06,8.619233025721127e-10,1.6429253259429644e-08,1.2507657528740675e-09,1.7602959804082933e-09,6.5088571358070826e-09,2.0901683558552773e-09,8.879618310483498e-09,1.9619042517555433e-08,2.525771109722947e-08,4.8510510148551996e-08,1.6269428760556134e-11,3.5817724431238696e-10,2.4379236248809175e-09,7.771963786825811e-10,1.3363489362713414e-08,2.8278638605375558e-08,1.908552010876363e-09,4.5263589751320943e-10,1.1215809431990615e-10,2.9489481095141505e-10
1982,9.171144922857723e-09,3.784182522892365e-09,2.1437298285726617e-09,3.252703709552155e-09,9.022732148723987e-09,4.24330669014848e-09,7.704517133404793e-11,7.696517530440618e-11,1.500942253025122e-08,6.76409867799472e-09,1.3602042032394885e-09,1.6259802076185841e-09,6.792745681414937e-11,4.5643117757565577e-11,2.1010767530566758e-10,2.3364584622201766e-10,4.354233600662687e-10,9.517188128852335e-11,5.918126108220686e-10,8.500705298405567e-10,3.1465952115719963e-10,7.454601420280633e-12,1.533953946007495e-10,3.4416210357792107e-10,3.5227992586531596e-09,6.014558533757557e-09,3.7837007336806646e-10,1.922373419179938e-09,7.323094156471857e-08,5.853591490888123e-08,5.5884239696142e-10,4.0437533282184594e-10,4.596517515815484e-09,1.811428645970281e-10,1.5238895859478622e-08,1.8095656528771542e-08,3.3972808494946756e-10,9.438579362530675e-10,5.74636952624782e-08,3.932251146920862e-08,2.0549087134272678e-10,1.1221016893436797e-09,5.523342240719233e-07,1.1616692095880613e-06,9.661156715904236e-10,1.7823619532667375e-08,1.5233284950915455e-09,1.9197905884052855e-09,7.090064852682027e-09,2.257963625597524e-09,1.0402324779335004e-08,2.2798230351181052e-08,2.553571094259561e-08,5.096328235611379e-08,8.15992858600139e-12,3.3315073864297647e-10,2.2429231646573353e-09,7.132838050364196e-10,9.847481179698597e-09,2.648953361423472e-08,1.8389154207313192e-09,5.140872137709973e-10,8.782959478751248e-11,3.0762378755433417e-10
1983,9.428033528483378e-09,4.025260601027623e-09,2.6585309985195848e-09,4.1651337617005475e-09,9.056730349803793e-09,4.369117417064266e-09,9.18501827175598e-11,6.892874416083598e-11,1.332702481704473e-08,5.8512946234299895e-09,1.4037807107212886e-09,1.6169006451199103e-09,6.792745681414937e-11,7.319698319685486e-11,2.47120203268812e-10,3.144394853620598e-10,5.621363335135093e-10,8.752769986971768e-11,7.089848460301823e-10,1.1812815170486601e-09,5.322828428022675e-10,5.673186622859713e-11,2.7183548566884445e-10,5.366272585024693e-10,3.758436228906703e-09,6.1163605291625345e-09,4.5979763647301704e-10,2.0983565202874796e-09,7.292337705117851e-08,6.557057982295841e-08,8.534279711496546e-10,3.912152367930537e-10,6.4111456143933765e-09,3.4328007698330206e-10,1.6234993920655986e-08,1.9135118886229715e-08,3.05680586002285e-10,1.0096419652708529e-09,6.200467035049379e-08,4.3473921351733225e-08,2.190280318226101e-10,1.2699472029531478e-09,5.445056672215287e-07,1.1897340885168108e-06,9.817793482953213e-10,2.0651832624959558e-08,1.8075887453505857e-09,2.35733824524179e-09,7.510719348045671e-09,2.2377975028575747e-09,1.1344814357780057e-08,2.543934853248077e-08,2.526357129844265e-08,5.302550373390399e-08,8.15992858600139e-12,3.3991931888291814e-10,2.008545901028518e-09,7.170853038347096e-10,1.0344797399649711e-08,2.885898631177497e-08,1.991757857850678e-09,5.768391260683816e-10,7.9159238192128e-11,3.266616778661659e-10
1984,9.18263915699364e-09,4.317896706851343e-09,2.931095382281106e-09,5.1939666535970124e-09,8.607833112961316e-09,4.258518553663342e-09,9.117436518070652e-11,6.825292662398269e-11,1.1878900085804389e-08,5.287040297626991e-09,1.2718956522915293e-09,1.4763967508863679e-09,3.7383121895670104e-11,4.265264827837559e-11,2.6046975489167426e-10,3.8524215068003187e-10,5.716105485767794e-10,1.3647076772221085e-10,7.115213091332276e-10,1.3094538945220994e-09,6.371608459097646e-10,7.071560004234811e-11,3.89444979241395e-10,6.836391215030752e-10,4.150702099486076e-09,6.885448433635588e-09,6.120492446193282e-10,2.2216313709323897e-09,7.922872212264207e-08,7.256089671971364e-08,1.7522099723546854e-09,5.132385627604208e-10,9.602522142517143e-09,5.315308728873599e-10,1.5833261305228267e-08,1.946863165918395e-08,2.541430339984631e-10,1.0949790042934028e-09,6.290719361296787e-08,4.721084881761531e-08,2.898306971405822e-10,1.5578051626441436e-09,5.385209565896989e-07,1.201956186897795e-06,9.00080200848054e-10,2.4209885017358246e-08,2.0466958286898975e-09,2.798842602125262e-09,7.2846514852033445e-09,2.120945514454726e-09,1.318813667795991e-08,3.1635924610132604e-08,2.4070417024647994e-08,5.237349703130738e-08,8.15992858600139e-12,3.0646204026866085e-10,1.65838544484233e-09,6.050263980293482e-10,9.688751134717677e-09,2.933319695078548e-08,2.071150742973974e-09,5.952378590023955e-10,9.985938217200413e-11,3.239584077187528e-10
1985,8.720180387302077e-09,3.7139048979030674e-09,4.0527846158409736e-09,6.2965583857987895e-09,8.336082617838819e-09,4.203702275162868e-09,8.301443659470514e-11,7.456114793041075e-11,1.1361865099550933e-08,5.229889188385073e-09,1.209801370194441e-09,1.4903466397494673e-09,2.9621353980768816e-11,4.9535168130031086e-11,2.9201086588453203e-10,4.837416429727601e-10,6.686936084219854e-10,1.4159479095173947e-10,8.905214819522809e-10,1.5443021861294426e-09,7.497674405935026e-10,9.13631591016793e-11,4.2191193891768664e-10,7.849161717413519e-10,3.974941106424776e-09,6.927715195154909e-09,8.524526838384259e-10,2.6453187418340463e-09,7.852646126999779e-08,7.885694433947979e-08,2.339997564762949e-09,8.030758915010341e-10,1.2496685020124687e-08,9.40063493318607e-10,1.6156015699867306e-08,2.005507556849092e-08,3.092380716575503e-10,1.375083467726666e-09,6.44817613907175e-08,4.885957238798255e-08,2.6795571912113e-10,1.802492353787853e-09,5.193600876347253e-07,1.1567990928337428e-06,1.0924499083131423e-09,2.937459811899349e-08,2.323849985457522e-09,3.6624370837655208e-09,7.466903476479762e-09,2.5258320038698147e-09,1.4711589787655806e-08,3.542818863674516e-08,2.3820440984780233e-08,5.2521624890492346e-08,0.0,2.1114770844464304e-10,1.4640383112179173e-09,5.88472147995083e-10,8.98504838785032e-09,3.107186102064523e-08,1.8208642133770476e-09,4.088039629035478e-10,1.838907176334091e-10,4.1244625572010666e-10
1986,9.480690645245562e-09,3.5233199849723664e-09,4.226311871897386e-09,7.352348888442098e-09,8.255572289276155e-09,4.203655836119781e-09,8.870384585587691e-11,9.528681316206544e-11,9.207713829490721e-09,5.064804290252514e-09,1.1143011275598675e-09,1.2843096903430202e-09,4.933223175201158e-11,4.9535168130031086e-11,3.42402723238092e-10,5.190972463383784e-10,7.340059472925122e-10,1.470049369932193e-10,9.128728011604486e-10,1.746275933380202e-09,9.499660661279767e-10,9.13631591016793e-11,5.186317139638241e-10,8.974850307374993e-10,4.303823075701985e-09,7.80461910971602e-09,1.5969511903333812e-09,4.0855498508106186e-09,8.445645503586872e-08,8.469874655604923e-08,2.856705511034008e-09,8.017519981251553e-10,1.5405021195188543e-08,1.6711648315181904e-09,1.543849619573783e-08,1.971977019772047e-08,2.9623378750009977e-10,1.5591763673812003e-09,6.312433192030247e-08,4.8864815685841934e-08,2.9437079163141533e-10,1.981708662248037e-09,5.146117132426298e-07,1.148000673570745e-06,1.3147430128717425e-09,4.222854015673809e-08,3.574704992332605e-09,4.825248898855859e-09,6.328529636842209e-09,3.2968532982989375e-09,1.4146310916325028e-08,3.997402434460387e-08,2.2232011533316965e-08,5.145799824341728e-08,0.0,2.3065422786025128e-10,1.3167577583850232e-09,5.440192245100204e-10,8.219826597155588e-09,3.092109806297165e-08,2.01951210516376e-09,4.1150323228299005e-10,2.3103145735789025e-10,6.066986199141208e-10
1987,8.684684590524024e-09,3.386514909767665e-09,4.18023469807492e-09,8.626733549732535e-09,7.810123722354741e-09,4.25605481016841e-09,8.640512610957884e-11,8.744998574489976e-11,7.882813513049314e-09,3.796374516338931e-09,1.2795036934727072e-09,1.1034365802028594e-09,3.333076324861319e-11,7.389225094895607e-11,3.6685387267659005e-10,7.252593803297458e-10,7.421703133011651e-10,1.7245428398807557e-10,1.098763841816159e-09,1.930600219373397e-09,1.0897462139019304e-09,9.663323117882681e-11,7.181063878457041e-10,1.0365638030458107e-09,3.879701322111779e-09,6.680993092089693e-09,2.2977772303914688e-09,6.1310801673692646e-09,8.82757937858969e-08,8.583286614793906e-08,3.2487177868491456e-09,1.107954882601752e-09,1.905831803483693e-08,2.442692681062627e-09,1.5011722531710348e-08,1.8910899259237468e-08,2.9487573494080266e-10,1.7817441331859284e-09,6.464223594499735e-08,5.212218364850482e-08,3.522592773030908e-10,2.281809939409994e-09,5.113784839392923e-07,1.12462549038485e-06,1.782657061648913e-09,5.538081155569736e-08,4.479917738363172e-09,7.0490236504992615e-09,6.608306663784853e-09,3.531112259734316e-09,1.5057067846514982e-08,4.610488092891631e-08,2.1292425854215124e-08,5.119139245834958e-08,6.6874675440166595e-12,2.4058108085066113e-10,1.3232561157927591e-09,5.214641714466697e-10,8.662252248825553e-09,3.315765871393848e-08,1.0954687871108808e-09,5.471055830597038e-10,2.700069022532059e-10,6.030418466172551e-10
1988,8.75749878963867e-09,3.2108527899968718e-09,4.670810563719588e-09,9.99045709651877e-09,7.69806707268117e-09,4.09682043844839e-09,1.0026794573197201e-10,9.991602783238867e-11,6.90144773076083e-09,3.3575280016557532e-09,1.3134098729241016e-09,1.288384510189644e-09,3.266747735415037e-11,7.389225094895607e-11,3.5573212629559844e-10,8.021508021308474e-10,7.876282681618108e-10,1.7639540324441783e-10,1.2920399670792092e-09,2.1495068265003123e-09,1.1398085729221107e-09,1.098217568472139e-10,7.887647876117906e-10,1.0419934756303713e-09,4.493399493757774e-09,7.922279784570004e-09,2.4315166983043414e-09,7.21292105408468e-09,8.971158089415049e-08,8.696549969045009e-08,3.83444520579701e-09,1.354749245325542e-09,2.387597154905409e-08,2.9286558555258982e-09,1.4721782269435022e-08,1.8967763233084563e-08,3.121780215284023e-10,2.036006173179926e-09,6.341989384444397e-08,5.284061543875396e-08,4.028218354117692e-10,2.7572312052573775e-09,4.965315797887473e-07,1.1083047216483725e-06,2.1429854319648153e-09,6.822930055859291e-08,4.8164484147049185e-09,1.0075920256876917e-08,6.555050787885161e-09,3.919980784417021e-09,1.7583346715152207e-08,5.487703802486976e-08,2.04322240396745e-08,5.10737879925013e-08,1.3618877355213245e-11,1.8991357098041561e-10,1.0500452333036696e-09,4.614139229427597e-10,8.413226179218976e-09,3.563302389661008e-08,1.08091508759551e-09,6.486340670924002e-10,2.8940435216935027e-10,8.698748943380963e-10
1989,8.277240416885791e-09,3.5997242964214138e-09,4.996994754488274e-09,1.3374314481292719e-08,7.3891343202855555e-09,3.919480835128703e-09,8.316650443715038e-11,8.35740712745725e-11,6.173590083591307e-09,2.874060545110524e-09,1.3172334175795948e-09,1.480926175340918e-09,3.266747735415037e-11,7.389225094895607e-11,3.8956832997578365e-10,1.0163508130338933e-09,7.746881509301013e-10,1.7280092931956252e-10,1.5991848004556379e-09,2.464639302170367e-09,1.262670071674624e-09,2.3641798241325063e-10,9.364446757713957e-10,1.3588282562640837e-09,5.0383595391017315e-09,9.275597242667085e-09,2.898493159772134e-09,8.934115954975904e-09,9.058110655197587e-08,1.0051378548528841e-07,4.1911870482128475e-09,1.7648852538140351e-09,2.9518963527509967e-08,4.021325827885391e-09,1.3959330453466073e-08,1.832172052169361e-08,3.815527338524305e-10,2.553736920342585e-09,6.223443500224285e-08,5.496089475595259e-08,4.877790215391492e-10,3.231069126538192e-09,4.940184185540732e-07,1.1221270597161492e-06,2.5031630022733152e-09,8.807694586364181e-08,5.057099247299643e-09,1.2170701684561486e-08,6.3291067624910676e-09,4.471130418285238e-09,1.898393505886783e-08,6.26094249461013e-08,1.980059468767844e-08,5.096935800403506e-08,1.3618877355213245e-11,2.2241414563258947e-10,1.0392618035989391e-09,3.9366219014727987e-10,8.31564563240152e-09,3.5576402268588936e-08,1.0469691026836004e-09,7.159650570822049e-10,6.885250569093377e-10,1.0057697214754008e-09
1990,7.578881141715295e-09,3.0998989407139886e-09,5.27761897676068e-09,1.5094057178747074e-08,6.82874347544628e-09,3.6850347535326885e-09,1.1496373099527192e-10,1.9675092804982697e-10,5.082414743031092e-09,2.3087658768921368e-09,1.3888795669103615e-09,1.5739868773424958e-09,6.434408710208141e-11,7.037081383879214e-11,4.124729605489311e-10,1.4002005745337799e-09,8.063582301875982e-10,2.805014048415774e-10,1.7721829559391722e-09,2.748435399903469e-09,1.3224920761675411e-09,3.138471565966583e-10,1.0177284570644929e-09,1.492578759000805e-09,4.8552970215760234e-09,9.749275735921564e-09,4.015408862554994e-09,1.2796646694671462e-08,8.875059214525599e-08,1.0100124825385137e-07,6.136748062094252e-09,2.5077749083684306e-09,3.5395198391289084e-08,4.9490063634495735e-09,1.2987759946879253e-08,1.7217783262627303e-08,4.1260491452049004e-10,2.7829270316764062e-09,6.025943071514511e-08,5.675268813628723e-08,6.246055617165069e-10,3.759052053758134e-09,4.875004963521081e-07,1.1436651285683702e-06,3.4491238357478184e-09,1.1623165718788186e-07,6.420894324169321e-09,1.6185119784089304e-08,6.181927033769138e-09,4.692146068511047e-09,2.046372163785496e-08,7.187428963106868e-08,1.8657230173500594e-08,4.9810965257230625e-08,2.6933801914953902e-11,2.7418375308269864e-10,9.611185498264214e-10,2.8525089829883095e-10,7.514854833650425e-09,3.339319880930296e-08,8.998350596391345e-10,8.799758858099186e-10,8.675315029841154e-10,1.2794228018301164e-09
1991,7.481423607608967e-09,3.739363739287325e-09,6.409445165088203e-09,1.9219999179499936e-08,7.362200626914728e-09,4.4187382958987035e-09,1.141824060897039e-10,3.4049350442330196e-10,4.755399439306172e-09,2.7412135735919006e-09,1.4084433777991227e-09,1.8189311168370637e-09,1.0186539855675366e-10,7.662436607832771e-11,4.881788822392557e-10,1.5206473937188848e-09,8.434882633626525e-10,2.6907964844375647e-10,1.868234027797249e-09,2.989647704002404e-09,1.3301780153542252e-09,3.123705272619784e-10,1.0249350653904595e-09,1.5689220240438268e-09,4.806044229255235e-09,9.894444438377344e-09,4.414283621174369e-09,1.6462503741162697e-08,7.94987618592456e-08,1.0182664616260289e-07,6.220401336877655e-09,3.201855399862349e-09,3.894858378674014e-08,5.804829601124035e-09,1.2877441335490403e-08,1.7138769641584465e-08,4.0869829147955576e-10,2.9750291753925596e-09,5.738737840488284e-08,5.6227289998592566e-08,6.859289604564469e-10,4.223794171563457e-09,4.851143395561459e-07,1.1591919084302e-06,4.1673740966022675e-09,1.3969929162677935e-07,7.49203442142386e-09,2.063574403418248e-08,6.425550123724731e-09,5.085987123517757e-09,2.1126568684946634e-08,7.957898873200975e-08,1.8369981599367487e-08,5.111609218439688e-08,2.6933801914953902e-11,3.908679372229987e-10,9.448756380489191e-10,2.855979341909176e-10,8.115844948467351e-09,3.309494748090661e-08,1.060906541188495e-09,1.2875421245046275e-09,1.027856589524185e-09,1.841254601167971e-09
1992,6.805508157015083e-09,3.579393924115136e-09,8.230351765194297e-09,2.373592573284051e-08,7.327720525600918e-09,4.388972645636662e-09,1.7144352257303375e-10,1.388537147365262e-09,4.782045426310333e-09,2.542155279933971e-09,1.4138430109207028e-09,1.755476906696783e-09,1.2003409526260634e-10,6.974184622667222e-11,5.430850570840664e-10,1.7221477656624374e-09,7.889725380952736e-10,3.2716310315634393e-10,2.0228430359330626e-09,3.401274785628873e-09,1.2635498282596659e-09,3.765102168532383e-10,1.1061623521919322e-09,2.0402561386388486e-09,6.007637688907965e-09,1.2462792702600772e-08,5.276505216882705e-09,2.0846407647720104e-08,7.87236267285607e-08,1.0116221054496626e-07,6.5842646255833054e-09,3.279791787364721e-09,4.34476967419479e-08,7.407952663994268e-09,1.2657911290554175e-08,1.7084634405607957e-08,4.245586600535946e-10,3.4213433990666023e-09,5.522854605390291e-08,5.825236927746248e-08,7.888584706096578e-10,5.303727869586185e-09,4.901316888858023e-07,1.1822676892084668e-06,5.208613128106419e-09,1.626883638599403e-07,8.939500885572573e-09,2.4246958092127054e-08,6.360798491097544e-09,5.62715988091814e-09,2.240620819041591e-08,8.97843638166965e-08,1.7104833612994038e-08,5.006536442562849e-08,1.0328195193928406e-10,4.0472460303776966e-10,9.481711527037362e-10,3.1367244516086347e-10,7.964073146991626e-09,3.164933204402587e-08,1.2577292659735458e-09,1.4617924965725543e-09,1.2374627790721705e-09,2.3273171247316172e-09
1993,6.098349127268778e-09,3.679626888900397e-09,9.650025477116384e-09,3.0055078806664626e-08,7.370421733250103e-09,4.51939171800372e-09,2.155986465746107e-10,1.5030800245325565e-09,4.518717051331984e-09,2.2850047092554907e-09,1.4279285531770824e-09,2.018906676757938e-09,1.0032321749136358e-10,6.974184622667222e-11,7.113954147985879e-10,2.528619884906951e-09,7.569836582962555e-10,3.3241623144584867e-10,2.196193147975732e-09,3.961842124208406e-09,1.168915884721043e-09,4.071664067414485e-10,1.2413315137698483e-09,2.3009821191268186e-09,7.258756072405146e-09,1.5828185873090206e-08,6.7102645503628165e-09,2.781770864450956e-08,7.055157321847868e-08,1.0140928148010581e-07,7.556235446872149e-09,3.7196738705042823e-09,4.853202436752976e-08,7.593413517018429e-09,1.3132386987381648e-08,1.7706589972021902e-08,4.871034706540759e-10,3.797815046573711e-09,5.780400919823998e-08,6.344315498349065e-08,1.0957077546867667e-09,6.915071721585215e-09,4.872769636676821e-07,1.2059460589495887e-06,6.041486961499183e-09,1.7696298775555469e-07,1.0375467152101692e-08,2.8382895272167323e-08,6.034401486435367e-09,5.1483134580873215e-09,2.490196721843014e-08,9.862869124585164e-08,1.6822832143199255e-08,4.8794878486952646e-08,1.3548874869262484e-10,4.157385388329057e-10,8.688730687314969e-10,3.727895512125759e-10,7.891757215970431e-09,3.1976540526557073e-08,1.0737455567534836e-09,1.555062697658879e-09,1.4978209426720822e-09,2.6399418127733198e-09
1994,5.945331211470213e-09,4.635887546860269e-09,1.068860124218775e-08,3.532786837670951e-08,7.559160218408221e-09,4.575139188135933e-09,2.1522997124624942e-10,1.6331426201467357e-09,4.411427318678258e-09,2.2407015766644024e-09,1.333433633351636e-09,2.1385950470837703e-09,1.4349755312575192e-10,7.508266528352284e-11,8.403519943403889e-10,3.0559777407037002e-09,7.547703731855141e-10,3.6269563939507673e-10,2.3131164602777486e-09,4.622263302270621e-09,1.0896735577351331e-09,4.4397840562712277e-10,1.2681326940925226e-09,2.705333512764696e-09,7.98682390065356e-09,1.749802436279424e-08,7.203181686042472e-09,3.304968781187816e-08,6.685732044177581e-08,9.979516895392798e-08,9.111181142884561e-09,4.388353680440105e-09,5.464577869572297e-08,7.606240462873108e-09,1.3173851977553243e-08,1.938323178153821e-08,5.05138159475774e-10,4.283757697771356e-09,5.796939614047655e-08,6.647318124513341e-08,1.347302119076537e-09,8.416844364335572e-09,4.787437879778216e-07,1.2375844887303953e-06,7.536019078610171e-09,1.9084075830733127e-07,1.1742855767136819e-08,3.060046108568518e-08,5.795438478323993e-09,5.215360587840223e-09,2.7470427964106292e-08,1.1305231899833806e-07,1.7417561488335716e-08,5.086820311005015e-08,1.8082632018729631e-10,4.213199828700149e-10,7.824171310844008e-10,3.592136132197459e-10,7.53241659521921e-09,3.240121263356091e-08,1.0567645687092104e-09,2.2131891398911664e-09,1.6591088265143534e-09,3.548536623273638e-09
1995,5.96928722324768e-09,4.697596629148799e-09,1.1256846565999012e-08,4.132206805301004e-08,7.502888596125753e-09,4.9556955681952425e-09,3.0356125401063775e-10,1.9694834721417642e-09,4.1946848534329155e-09,2.2269268016929443e-09,1.4263750022383955e-09,2.2763579909934606e-09,2.646690961632154e-10,2.0284847115517986e-10,1.0292445388035025e-09,3.906810621044445e-09,8.545905649803842e-10,4.2098561739819674e-10,2.2725839940055235e-09,5.325215284608069e-09,1.0779394995655674e-09,4.4904213879006147e-10,1.3472112393918069e-09,3.3240525728775847e-09,8.958762874401925e-09,1.8254523226346464e-08,8.063523150779263e-09,3.7756873437290647e-08,6.806738690150788e-08,9.826566278141919e-08,9.597364934523154e-09,4.57404971042154e-09,6.023730492188406e-08,7.999330911953199e-09,1.4567763376557456e-08,2.0608601301676443e-08,5.199453229076667e-10,5.125049432460774e-09,5.872999508937937e-08,7.047075761030491e-08,1.664881637315168e-09,1.0229780260979332e-08,4.924635683372409e-07,1.297258417512889e-06,8.294133887635065e-09,2.0692066422205763e-07,1.2846931645477916e-08,3.255404936096186e-08,5.763069133024601e-09,5.126780016390902e-09,2.7761812404492048e-08,1.225486353665214e-07,1.7423600847824413e-08,5.19769416078881e-08,2.377662233765676e-10,4.366714252095656e-10,8.158225523707025e-10,3.820194279960784e-10,7.508803293429115e-09,3.2389950531199115e-08,1.1302457501662288e-09,2.2628061170846892e-09,1.7330330107486906e-09,4.00362322659577e-09
1996,5.560124360926011e-09,4.395500630138827e-09,1.2967866716958757e-08,4.758393171552403e-08,7.328796236549806e-09,4.941495308179762e-09,3.214174566382574e-10,2.302791616123504e-09,4.420247152430485e-09,2.146161851409748e-09,1.6035371126171022e-09,2.372646047886308e-09,3.0668486004716197e-10,2.568687356073264e-10,1.3583530015078997e-09,5.077595122138234e-09,9.387282697202538e-10,5.393928617250917e-10,2.3510183641154268e-09,6.465544607639881e-09,9.82443396476843e-10,3.764661776761713e-10,1.5131691693299437e-09,3.813169415143948e-09,9.769916367982238e-09,1.9151319006839784e-08,9.265122891122246e-09,4.286647024644351e-08,6.857916241236645e-08,8.447803574134533e-08,1.0488991072524608e-08,4.640341603031775e-09,6.45855767597173e-08,8.113196654185068e-09,1.479220073414516e-08,2.108468168314305e-08,5.080437241535205e-10,5.26055722792153e-09,6.065640485124796e-08,7.264389572420831e-08,1.968431972976248e-09,1.2221239766217553e-08,4.921619652772538e-07,1.363736324882276e-06,9.55105220309552e-09,2.180283088039557e-07,1.507681623991175e-08,3.425996451613043e-08,5.93722258658756e-09,4.685861984147063e-09,2.9387819669831775e-08,1.4189370745043561e-07,1.7225888017589697e-08,5.174134543040054e-08,2.7557846084467844e-10,4.471756695093429e-10,8.409204205988325e-10,3.920585760803468e-10,7.702786852803456e-09,3.3062249826798507e-08,1.307692827039781e-09,2.465023502778203e-09,1.510369408906444e-09,5.254931759576412e-09
